,screenId,icon_path,bounds,reference_captions,icon_context,generated_caption
43,59517,59517_1.jpg,"[970, 248, 1054, 332]",change the date|edit item,"{""app activity name"": ""com.lockscreenapp.keypadlockscreen.passcode.ActivityEditShape"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""img_edit_datetime""}, ""parent node"": [{""resource_id"": ""digital""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""digitalClock"", ""text"": ""3:34 AM"", ""class"": ""DigitalClock""}, {""resource_id"": ""img_edit_clock"", ""class"": ""ImageView""}, {""resource_id"": ""datetime"", ""text"": ""Fri, 2017 Mar 10"", ""class"": ""TextView""}, {""resource_id"": ""datetime"", ""text"": ""Fri, 2017 Mar 10"", ""class"": ""TextView""}]}",edit time
44,59517,59517_2.jpg,"[896, 1258, 952, 1370]",edit message|edit text,"{""app activity name"": ""com.lockscreenapp.keypadlockscreen.passcode.ActivityEditShape"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""img_edit_custom_text""}, ""parent node"": [{""resource_id"": ""rl_custom_text""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""custom_text"", ""text"": ""I love you"", ""class"": ""TextView""}, {""resource_id"": ""custom_text"", ""text"": ""I love you"", ""class"": ""TextView""}]}",edit text
45,70593,70593_1.jpg,"[0, 84, 196, 280]",go back|go back,"{""app activity name"": ""com.prioritypass3.primarylayout.MainActivity"", ""UI element info"": {""class_name"": ""ImageButton""}, ""parent node"": [{""resource_id"": ""toolbar""}, {""class"": ""Toolbar""}], ""sibling nodes"": [{""class"": ""ActionMenuView""}, {""class"": ""ActionMenuView""}, {""text"": ""Lounge Details"", ""class"": ""TextView""}]}",go back
46,62124,62124_1.jpg,"[1290, 2237, 1374, 2321]",opens the scoot app in the app store|scroll down,"{""app activity name"": ""com.camerasideas.instagramfit.ImageEditActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""ad_action_image""}, ""parent node"": [{""resource_id"": ""btn_ad_action""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""ad_action_button"", ""text"": ""Install Now"", ""class"": ""TextView""}]}",install now
47,62124,62124_2.jpg,"[0, 1148, 196, 1323]",close out of emojis|close the emoji keyboard|exit,"{""app activity name"": ""com.camerasideas.instagramfit.ImageEditActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""btn_cancel""}, ""parent node"": [{""resource_id"": ""apply_cancel_bar""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""info_title"", ""text"": ""Emoji"", ""class"": ""TextView""}, {""resource_id"": ""btn_apply"", ""class"": ""ImageButton""}]}",close emoji
48,62124,62124_3.jpg,"[0, 1464, 205, 1604]",add smiling emoji|insert a smile face,"{""app activity name"": ""com.camerasideas.instagramfit.ImageEditActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""emoji_img_view_0""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""emoji_img_view_1"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_2"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_3"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_4"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_5"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_6"", ""class"": ""ImageView""}]}",select emoji
49,62124,62124_4.jpg,"[205, 1464, 410, 1604]",select grin emoji|use happy emoji,"{""app activity name"": ""com.camerasideas.instagramfit.ImageEditActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""emoji_img_view_1""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""emoji_img_view_0"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_0"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_2"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_3"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_4"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_5"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_6"", ""class"": ""ImageView""}]}",select emoji
50,62124,62124_5.jpg,"[410, 1464, 616, 1604]",smiley|wow emoji,"{""app activity name"": ""com.camerasideas.instagramfit.ImageEditActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""emoji_img_view_2"", ""OCR detected text"": [""XX""]}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""emoji_img_view_0"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_1"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_1"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_3"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_4"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_5"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_6"", ""class"": ""ImageView""}]}",select emoji
51,62124,62124_6.jpg,"[616, 1464, 822, 1604]",add a tongue out emoji|derp smiley|select an emoji,"{""app activity name"": ""com.camerasideas.instagramfit.ImageEditActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""emoji_img_view_3""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""emoji_img_view_0"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_1"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_2"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_2"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_4"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_5"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_6"", ""class"": ""ImageView""}]}",select emoji
52,62124,62124_7.jpg,"[822, 1464, 1028, 1604]",cool emoji|cool smiley|insert an emoji,"{""app activity name"": ""com.camerasideas.instagramfit.ImageEditActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""emoji_img_view_4""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""emoji_img_view_0"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_1"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_2"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_3"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_3"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_5"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_6"", ""class"": ""ImageView""}]}",select emoji
53,62124,62124_8.jpg,"[1028, 1464, 1234, 1604]",heart eye emoji|insert love smiley emoji|love face,"{""app activity name"": ""com.camerasideas.instagramfit.ImageEditActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""emoji_img_view_5""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""emoji_img_view_0"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_1"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_2"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_3"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_4"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_4"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_6"", ""class"": ""ImageView""}]}",select emoji
54,62124,62124_9.jpg,"[1234, 1464, 1440, 1604]",add crying emoji to chat|inserts the crying emoji|select crying emoji,"{""app activity name"": ""com.camerasideas.instagramfit.ImageEditActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""emoji_img_view_6""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""emoji_img_view_0"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_1"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_2"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_3"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_4"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_5"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_5"", ""class"": ""ImageView""}]}",select crying emoji
55,62124,62124_10.jpg,"[0, 1604, 205, 1744]",crying sticker|emoji crying a single tear|use a sad or crying emoji,"{""app activity name"": ""com.camerasideas.instagramfit.ImageEditActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""emoji_img_view_0""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""emoji_img_view_1"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_2"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_3"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_4"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_5"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_6"", ""class"": ""ImageView""}]}",select crying emoji
56,62124,62124_11.jpg,"[205, 1604, 410, 1744]",smirk emoji|winking face,"{""app activity name"": ""com.camerasideas.instagramfit.ImageEditActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""emoji_img_view_1""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""emoji_img_view_0"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_0"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_2"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_3"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_4"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_5"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_6"", ""class"": ""ImageView""}]}",select emoji
57,62124,62124_12.jpg,"[410, 1604, 616, 1744]",choose face|inserts the blushing emoji|select emoji,"{""app activity name"": ""com.camerasideas.instagramfit.ImageEditActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""emoji_img_view_2""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""emoji_img_view_0"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_1"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_1"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_3"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_4"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_5"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_6"", ""class"": ""ImageView""}]}",select emoji
58,62124,62124_13.jpg,"[616, 1604, 822, 1744]",laughing emoji|select emoji|select emoji,"{""app activity name"": ""com.camerasideas.instagramfit.ImageEditActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""emoji_img_view_3""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""emoji_img_view_0"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_1"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_2"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_2"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_4"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_5"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_6"", ""class"": ""ImageView""}]}",select emoji
59,62124,62124_14.jpg,"[822, 1604, 1028, 1744]",blow kiss emoji|select kiss emoji,"{""app activity name"": ""com.camerasideas.instagramfit.ImageEditActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""emoji_img_view_4""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""emoji_img_view_0"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_1"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_2"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_3"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_3"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_5"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_6"", ""class"": ""ImageView""}]}",select emoji
60,62124,62124_15.jpg,"[1028, 1604, 1234, 1744]",select an emoji|select emoji|use a disgusted emoji,"{""app activity name"": ""com.camerasideas.instagramfit.ImageEditActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""emoji_img_view_5""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""emoji_img_view_0"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_1"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_2"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_3"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_4"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_4"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_6"", ""class"": ""ImageView""}]}",select emoji
61,62124,62124_16.jpg,"[1234, 1604, 1440, 1744]",angry emoji|show sadness emotion,"{""app activity name"": ""com.camerasideas.instagramfit.ImageEditActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""emoji_img_view_6""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""emoji_img_view_0"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_1"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_2"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_3"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_4"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_5"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_5"", ""class"": ""ImageView""}]}",select angry emoji
62,62124,62124_17.jpg,"[0, 1744, 205, 1884]",angry face|smiley|use the selected emoji,"{""app activity name"": ""com.camerasideas.instagramfit.ImageEditActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""emoji_img_view_0""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""emoji_img_view_1"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_2"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_3"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_4"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_5"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_6"", ""class"": ""ImageView""}]}",select angry emoji
63,62124,62124_18.jpg,"[205, 1744, 410, 1884]",emoji with tongue sticking out|select tongue out emoji|winky face,"{""app activity name"": ""com.camerasideas.instagramfit.ImageEditActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""emoji_img_view_1""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""emoji_img_view_0"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_0"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_2"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_3"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_4"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_5"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_6"", ""class"": ""ImageView""}]}",select emoji
64,62124,62124_19.jpg,"[410, 1744, 616, 1884]",select content emoji|smiley,"{""app activity name"": ""com.camerasideas.instagramfit.ImageEditActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""emoji_img_view_2""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""emoji_img_view_0"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_1"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_1"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_3"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_4"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_5"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_6"", ""class"": ""ImageView""}]}",select emoji
65,62124,62124_20.jpg,"[616, 1744, 822, 1884]",choose emoji|select emoji|smiley,"{""app activity name"": ""com.camerasideas.instagramfit.ImageEditActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""emoji_img_view_3""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""emoji_img_view_0"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_1"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_2"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_2"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_4"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_5"", ""class"": ""ImageView""}, {""resource_id"": ""emoji_img_view_6"", ""class"": ""ImageView""}]}",select emoji
